종목명,기호,종가,변동 %,시가 총액,거래량,섹터
토니모리,214420,7.93K,4.34%,181.66B,1.42M,필수소비재
사조산업,007160,35.90K,0.56%,178.25B,3.42K,필수소비재
에이블씨엔씨,078520,6.67K,3.89%,167.01B,81.41K,필수소비재
선진,136490,7.00K,1.16%,164.55B,33.06K,필수소비재
해태제과식품,101530,5.23K,1.95%,136.04B,15.36K,필수소비재
사조동아원,008040,965.00,0.00%,136.01B,120.63K,필수소비재
신라교역,004970,8.49K,-0.59%,134.80B,34.73K,필수소비재
무학,033920,5.10K,0.39%,134.55B,17.83K,필수소비재
신세계푸드,031440,34.20K,-0.44%,133.01B,11.19K,필수소비재
샘표식품,248170,27.45K,1.86%,123.07B,15.73K,필수소비재
모나리자,012690,3.15K,2.27%,112.61B,267.16K,필수소비재
한국화장품,123690,6.90K,3.76%,106.85B,331.94K,필수소비재
조흥,002600,174.70K,-0.11%,104.94B,5.00,필수소비재
팜스코,036580,2.90K,0.70%,100.68B,21.02K,필수소비재
크라운제과,264900,8.06K,0.50%,100.44B,4.82K,필수소비재
크라운제과우,26490K,10.57K,1.15%,100.44B,980.00,필수소비재
CJ씨푸드,011150,2.71K,0.37%,97.01B,63.59K,필수소비재
CJ씨푸드1우,011155,20.00K,1.37%,97.01B,69.00,필수소비재
샘표,007540,48.30K,1.05%,96.34B,2.56K,필수소비재
현대코퍼레이션홀딩스,227840,10.72K,0.28%,94.30B,5.70K,필수소비재
한국화장품제조,003350,26.00K,1.96%,92.44B,38.73K,필수소비재
코스맥스,044820,9.59K,2.13%,89.72B,2.88K,필수소비재
크라운해태홀딩스,005740,5.85K,1.92%,88.09B,8.96K,필수소비재
크라운해태우,005745,9.70K,0.10%,88.09B,234.00,필수소비재
사조오양,006090,8.60K,0.47%,80.66B,1.64K,필수소비재
고려산업,002140,3.16K,0.32%,77.71B,99.51K,필수소비재
고려포리머,009810,598.00,-2.29%,77.57B,136.78K,필수소비재
신송홀딩스,006880,7.32K,3.10%,76.61B,149.39K,필수소비재
마니커,027740,1.11K,1.56%,69.28B,97.07K,필수소비재
보해양조,000890,494.00,1.23%,67.88B,120.64K,필수소비재
보락,002760,1.14K,0.80%,67.51B,68.28K,필수소비재
서울식품,004410,172.00,0.00%,64.46B,941.53K,필수소비재
서울식품우,004415,1.72K,0.06%,64.46B,3.72K,필수소비재
삼정펄프,009770,24.65K,0.20%,61.50B,655.00,필수소비재
사조씨푸드,014710,3.35K,0.30%,57.60B,8.39K,필수소비재
우성,006980,19.33K,-0.57%,49.90B,3.66K,필수소비재
제이준코스메틱,025620,6.43K,0.31%,28.68B,10.29K,필수소비재
한성기업,003680,5.06K,3.27%,27.68B,31.38K,필수소비재
동원수산,030720,5.92K,1.54%,27.13B,10.92K,필수소비재
삼성바이오로직스,207940,790.00K,1.80%,55.23T,32.71K,필수소비재
셀트리온,068270,177.10K,3.57%,35.44T,463.65K,헬스케어
SK 바이오팜 ,326030,84.50K,4.71%,6.32T,85.31K,헬스케어
유한양행,000100,70.10K,2.34%,5.11T,241.26K,헬스케어
유한양행우,000105,60.70K,0.00%,5.11T,968.00,헬스케어
SK바사,302440,58.20K,2.65%,4.36T,66.34K,헬스케어
한미약품,128940,316.00K,6.22%,3.77T,40.53K,헬스케어
한미사이언스,008930,32.70K,2.99%,2.15T,210.82K,헬스케어
한올바이오파마,009420,33.30K,4.39%,1.62T,235.57K,헬스케어
종근당홀딩스,185750,101.60K,2.52%,1.26T,17.43K,헬스케어
녹십자,006280,110.60K,0.91%,1.25T,10.10K,헬스케어
대웅제약,069620,109.40K,1.20%,1.24T,15.01K,헬스케어
에스디바이오센서,137310,10.03K,0.50%,1.22T,135.96K,헬스케어
덴티움,145720,130.00K,0.78%,1.11T,32.92K,헬스케어
보령,003850,11.21K,3.60%,718.52B,192.52K,헬스케어
대웅,003090,17.76K,2.07%,711.50B,30.32K,헬스케어
동아쏘시오홀딩스,000640,115.90K,2.39%,707.58B,4.87K,헬스케어
녹십자홀딩스,005250,15.54K,2.17%,693.31B,50.44K,헬스케어
녹십자홀딩스2우,005257,26.30K,-1.31%,693.31B,1.61K,헬스케어
신풍제약,019170,13.07K,2.43%,675.39B,115.17K,헬스케어
신풍우,019175,24.75K,5.54%,675.39B,4.84K,헬스케어
JW중외제약,001060,29.80K,4.93%,662.56B,72.80K,헬스케어
JW Pharmaceutical,001065,29.70K,4.03%,662.56B,126.00,헬스케어
JW중외제약2우B,001067,59.40K,-0.17%,662.56B,5.00,헬스케어
동아에스티,170900,68.80K,3.61%,566.52B,19.80K,헬스케어
부광약품,003000,6.09K,1.50%,410.73B,148.64K,헬스케어
BioNote,377740,4.04K,1.38%,407.20B,16.27K,헬스케어
일동제약,249420,14.81K,2.85%,402.23B,53.74K,헬스케어
영진약품,003520,2.03K,0.25%,370.36B,136.93K,헬스케어
파미셀,005690,5.72K,3.06%,333.02B,179.95K,헬스케어
유나이티드제약,033270,22.75K,1.56%,329.53B,19.61K,헬스케어
대원제약,003220,14.76K,1.72%,307.55B,109.33K,헬스케어
광동제약,009290,6.69K,1.36%,264.53B,81.63K,헬스케어
삼진제약,005500,19.69K,0.31%,250.77B,23.31K,헬스케어
일양약품,007570,13.85K,0.22%,248.37B,19.20K,헬스케어
일양약품우,007575,15.39K,0.92%,248.37B,175.00,헬스케어
이연제약,102460,13.38K,2.84%,238.62B,22.25K,헬스케어
하나제약,293480,13.27K,0.84%,233.89B,7.33K,헬스케어
제일약품,271980,16.65K,3.93%,233.44B,98.58K,헬스케어
동화약품,000020,8.58K,2.63%,231.72B,30.92K,헬스케어
JW홀딩스,096760,2.97K,2.41%,209.45B,105.60K,헬스케어
환인제약,016580,13.73K,0.22%,209.16B,9.62K,헬스케어
삼일제약,000520,9.76K,0.21%,185.47B,266.89K,헬스케어
JW생명과학,234080,12.12K,2.71%,182.72B,16.02K,헬스케어
한독,002390,13.25K,2.08%,178.65B,13.38K,헬스케어
경보제약,214390,7.44K,0.00%,177.87B,0.00,헬스케어
진원생명과학,011000,2.29K,1.33%,176.49B,133.55K,헬스케어
한컴라이프케어,372910,5.93K,0.51%,163.28B,2.72M,헬스케어
제일파마,002620,10.28K,4.47%,151.06B,531.93K,헬스케어
삼성제약,001360,1.63K,1.87%,150.78B,297.43K,헬스케어
신흥,004080,14.95K,0.88%,139.84B,18.61K,헬스케어
일성신약,003120,19.07K,0.05%,132.83B,16.86K,헬스케어
종근당바이오,063160,23.50K,0.86%,127.82B,3.38K,헬스케어
동성제약,002210,5.29K,-0.75%,121.88B,28.04K,헬스케어
에이프로젠제약,003060,1.59K,-0.13%,105.01B,330.83K,헬스케어
현대약품,004310,3.79K,1.34%,103.65B,29.43K,헬스케어
국제약품,002720,5.01K,2.24%,99.23B,216.41K,헬스케어
프레스티지바이오파마,950210,8.05K,1.26%,95.55B,9.34K,헬스케어
일동홀딩스,000230,8.44K,0.96%,94.40B,12.28K,헬스케어
팜젠사이언스,004720,5.20K,0.19%,94.13B,3.14M,헬스케어
유유제약,000220,4.68K,3.08%,73.46B,109.69K,헬스케어
유유제약2우B,000227,10.90K,-0.82%,73.46B,2.65K,헬스케어
유유제약1우,000225,4.97K,1.63%,73.46B,11.52K,헬스케어
에스메디,118000,512.00,1.79%,71.82B,290.68K,헬스케어
명문제약,017180,2.06K,0.73%,68.74B,21.32K,헬스케어
오리엔트바이오,002630,546.00,1.87%,63.55B,120.12K,헬스케어
비케이탑스,030790,904.00,0.00%,24.63B,0.00,헬스케어
