종목명,기호,종가,변동 %,시가 총액,거래량,섹터
서전기전,189860,4.83K,4.10%,44.95B,317.57K,산업
팬스타엔터프라이즈,054300,672.00,0.75%,44.66B,40.58K,산업
웰크론한텍,076080,2.17K,7.43%,44.59B,170.28K,산업
삼일기업공사,002290,3.63K,2.98%,43.71B,46.00K,산업
옵티시스,109080,8.98K,1.70%,42.74B,6.58K,산업
디티앤씨,187220,3.83K,3.65%,42.58B,48.09K,산업
하이즈항공,221840,2.27K,0.44%,42.17B,4.66K,산업
네오티스,085910,3.29K,0.92%,42.02B,13.43K,산업
KH 건설,226360,319.00,0.00%,41.44B,0.00,산업
포메탈,119500,3.53K,0.57%,40.79B,79.59K,산업
크린앤사이언스,045520,6.59K,0.76%,40.01B,23.69K,산업
뉴인텍,012340,777.00,0.78%,39.25B,36.73K,산업
동방선기,099410,2.90K,2.47%,38.93B,105.63K,산업
메디콕스,054180,680.00,0.59%,38.63B,146.96K,산업
넥스턴,089140,3.68K,1.94%,37.39B,15.66K,산업
피앤씨테크,237750,5.93K,3.49%,37.23B,174.15K,산업
삼영이엔씨,065570,3.33K,8.63%,37.13B,609.23K,산업
카스,016920,1.46K,-0.07%,36.00B,46.44K,산업
부스타,008470,4.35K,2.35%,34.35B,10.77K,산업
디에이테크놀로지,196490,203.00,0.00%,34.17B,0.00,산업
우리조명,037400,1.43K,1.78%,34.07B,60.29K,산업
넥스트아이,137940,433.00,1.64%,32.62B,1.45M,산업
The Tech,043090,459.00,-1.08%,32.32B,230.78K,산업
신원종합개발,017000,2.96K,3.14%,32.13B,26.83K,산업
삼진엘앤디,054090,1.28K,1.42%,31.33B,46.84K,산업
이노인스트루먼트,215790,766.00,0.00%,30.86B,45.19K,산업
YW,051390,3.63K,0.41%,30.62B,15.99K,산업
협진,138360,897.00,1.70%,30.50B,69.59K,산업
로지시스,067730,3.20K,3.39%,29.94B,23.53K,산업
제넨바이오,072520,389.00,0.00%,28.84B,0.00,산업
에스디시스템,121890,2.23K,-1.55%,28.67B,166.04K,산업
듀오백,073190,2.58K,0.19%,28.43B,54.94K,산업
S&W,103230,4.12K,5.10%,28.22B,102.73K,산업
삼일,032280,1.79K,0.85%,27.53B,32.94K,산업
에이치케이,044780,1.48K,-0.07%,27.10B,35.63K,산업
엑사이엔씨,054940,816.00,0.12%,27.04B,119.21K,산업
파루,043200,634.00,-1.40%,26.87B,45.85K,산업
서울전자통신,027040,377.00,0.00%,26.23B,39.60K,산업
에스폴리텍,050760,1.68K,0.06%,25.87B,43.91K,산업
케이피티유,054410,4.63K,-0.64%,23.58B,4.89K,산업
글로벌에스엠,900070,437.00,0.23%,22.92B,152.20K,산업
에이치앤비디자인,227100,1.42K,0.93%,21.95B,145.54K,산업
한국정밀기계,101680,2.38K,1.92%,19.66B,7.41K,산업
누리플랜,069140,1.43K,1.27%,18.49B,46.13K,산업
파커스,065690,1.17K,0.26%,15.57B,7.88K,산업
KD건설,044180,578.00,1.58%,15.20B,301.71K,산업
JYP Ent.,035900,64.50K,3.04%,2.07T,235.02K,소비순환재
에스엠,041510,76.10K,1.47%,1.74T,73.13K,소비순환재
CJ ENM,035760,73.70K,-0.27%,1.53T,61.68K,소비순환재
파라다이스,034230,15.07K,1.48%,1.28T,470.19K,소비순환재
스튜디오드래곤,253450,40.85K,1.24%,1.21T,29.95K,소비순환재
동화기업,025900,56.30K,0.00%,1.03T,0.00,소비순환재
와이지엔터테인먼트,122870,43.70K,4.55%,775.25B,135.31K,소비순환재
성우하이텍,015750,9.04K,1.57%,711.93B,486.39K,소비순환재
아난티,025980,6.00K,1.87%,533.81B,225.35K,소비순환재
골프존,215000,81.60K,0.12%,499.52B,10.03K,소비순환재
에코마케팅,230360,14.84K,1.64%,468.19B,277.00K,소비순환재
서부T&D,006730,7.28K,0.55%,466.98B,71.18K,소비순환재
아이패밀리에스씨,114840,24.75K,3.99%,409.41B,254.49K,소비순환재
Samhyun,437730,34.85K,1.31%,363.58B,59.29K,소비순환재
위지윅스튜디오,299900,2.08K,0.24%,352.42B,431.56K,소비순환재
모트렉스,118990,12.70K,0.32%,313.90B,162.74K,소비순환재
감성코퍼레이션,036620,3.75K,11.76%,306.49B,7.38M,소비순환재
디앤씨미디어,263720,24.75K,2.91%,298.97B,118.31K,소비순환재
성광벤드,014620,10.85K,6.90%,283.47B,328.78K,소비순환재
모두투어,080160,16.96K,9.07%,274.47B,376.95K,소비순환재
에이스침대,003800,25.90K,1.17%,270.26B,2.38K,소비순환재
스튜디오미르,408900,8.23K,-3.63%,269.32B,526.55K,소비순환재
젬백스링크,064800,2.19K,-7.19%,240.29B,2.01M,소비순환재
알멕,354320,36.90K,-0.54%,237.12B,57.46K,소비순환재
동원개발,013120,2.62K,0.38%,236.56B,52.18K,소비순환재
나스미디어,089600,19.62K,0.00%,221.83B,68.31K,소비순환재
쇼박스,086980,3.64K,2.82%,221.03B,177.56K,소비순환재
더네이쳐,298540,14.50K,2.69%,208.29B,57.32K,소비순환재
그래디언트,035080,15.56K,2.57%,207.54B,21.13K,소비순환재
좋은사람들,033340,1.05K,0.00%,204.57B,0.00,소비순환재
피에이치에이,043370,10.45K,-0.10%,204.32B,23.24K,소비순환재
코리아에프티,123410,7.37K,0.55%,204.07B,3.03M,소비순환재
엠에스오토텍,123040,4.47K,0.90%,201.98B,124.60K,소비순환재
큐브엔터,182360,15.13K,3.28%,200.00B,48.21K,소비순환재
미스터블루,207760,2.60K,3.59%,199.95B,505.02K,소비순환재
에스와이,109610,4.38K,4.79%,199.31B,593.07K,소비순환재
자이언트스텝,289220,9.16K,2.00%,198.65B,35.88K,소비순환재
KX,122450,4.70K,0.00%,194.93B,7.53K,소비순환재
에코플라스틱,038110,4.66K,-0.96%,188.84B,752.61K,소비순환재
씨씨에스,066790,3.69K,1.24%,186.94B,6.89M,소비순환재
덱스터,206560,7.07K,-0.14%,178.10B,71.96K,소비순환재
폰드그룹,472850,5.58K,4.49%,172.72B,64.98K,소비순환재
파세코,037070,9.42K,0.86%,171.78B,22.93K,소비순환재
와이더플래닛,321820,12.99K,2.12%,170.02B,62.67K,소비순환재
지니뮤직,043610,2.98K,2.75%,168.69B,32.66K,소비순환재
엔바이오니아,317870,19.68K,0.05%,167.33B,9.40K,소비순환재
크리스에프앤씨,110790,7.91K,-0.63%,166.19B,4.30K,소비순환재
코웰패션,033290,3.19K,4.26%,163.11B,754.07K,소비순환재
이녹스,088390,18.23K,5.44%,162.28B,30.21K,소비순환재
SM C&C,048550,1.67K,1.15%,158.44B,97.33K,소비순환재
골프존뉴딘홀딩스,121440,3.75K,0.27%,156.53B,28.65K,소비순환재
아가방컴퍼니,013990,4.71K,-0.42%,154.40B,421.23K,소비순환재
YTN,040300,3.88K,5.73%,153.93B,444.61K,소비순환재
청담글로벌,362320,7.71K,1.18%,153.35B,85.19K,소비순환재
도이치모터스,067990,5.08K,1.20%,151.50B,90.26K,소비순환재
아진산업,013310,3.90K,0.52%,150.56B,110.77K,소비순환재
애니플러스,310200,3.30K,0.76%,145.69B,279.64K,소비순환재
씨싸이트,109670,25.35K,-0.20%,145.08B,391.72K,소비순환재
브랜드엑스,337930,4.89K,1.87%,140.63B,153.14K,소비순환재
위닉스,044340,8.94K,0.90%,140.06B,21.57K,소비순환재
티케이케미칼,104480,1.52K,1.74%,135.89B,155.38K,소비순환재
우리산업,215360,14.98K,2.11%,133.97B,92.16K,소비순환재
초록뱀미디어,047820,5.40K,0.00%,131.87B,0.00,소비순환재
유비벨록스,089850,8.87K,2.31%,126.12B,36.75K,소비순환재
대원산업,005710,6.32K,0.48%,126.04B,3.30K,소비순환재
래몽래인,200350,13.06K,3.24%,124.33B,48.76K,소비순환재
모베이스전자,012860,1.75K,3.17%,123.63B,169.38K,소비순환재
비엠티,086670,13.51K,0.07%,123.19B,175.56K,소비순환재
트루윈,105550,2.12K,1.19%,119.70B,98.33K,소비순환재
대원미디어,048910,10.02K,2.14%,118.55B,43.12K,소비순환재
KNN,058400,884.00,1.14%,115.74B,142.00K,소비순환재
엔피,291230,2.72K,4.21%,115.06B,183.68K,소비순환재
공구우먼,366030,5.15K,2.18%,114.00B,47.23K,소비순환재
키이스트,054780,5.83K,0.17%,113.72B,18.51K,소비순환재
예스24,053280,4.71K,4.08%,113.19B,43.70K,소비순환재
남화산업,111710,5.45K,0.55%,111.59B,3.57K,소비순환재
인크로스,216050,9.23K,0.65%,110.68B,80.79K,소비순환재
삼보모터스,053700,5.02K,1.31%,110.14B,62.50K,소비순환재
우수AMS,066590,2.80K,0.18%,109.14B,34.61K,소비순환재
노랑풍선,104620,7.09K,4.73%,107.25B,90.02K,소비순환재
라이온켐텍,171120,3.02K,1.34%,106.64B,14.17K,소비순환재
현대공업,170030,7.04K,0.14%,105.96B,59.53K,소비순환재
엔비티,236810,6.68K,1.67%,105.96B,56.46K,소비순환재
알비더블유,361570,3.83K,5.51%,103.95B,62.76K,소비순환재
플래스크,041590,789.00,0.00%,103.92B,0.00,소비순환재
동아화성,041930,7.01K,1.59%,103.68B,15.77K,소비순환재
SAMG엔터,419530,13.27K,2.23%,103.12B,29.83K,소비순환재
엔브이에이치코리아,067570,2.48K,1.85%,102.45B,25.88K,소비순환재
부방,014470,2.00K,5.21%,102.02B,418.06K,소비순환재
블리츠웨이,369370,2.00K,0.00%,99.44B,6.11K,소비순환재
포바이포,389140,9.45K,4.77%,99.19B,178.39K,소비순환재
에이스토리,241840,10.70K,1.13%,98.21B,6.84K,소비순환재
버킷스튜디오,066410,1.15K,0.00%,96.98B,0.00,소비순환재
스톰테크,352090,7.44K,3.48%,96.61B,30.51K,소비순환재
세원,234100,1.77K,0.57%,95.81B,107.23K,소비순환재
자이글,234920,7.16K,1.56%,94.65B,34.88K,소비순환재
국보디자인,066620,14.20K,0.78%,93.13B,9.56K,소비순환재
모비데이즈,363260,578.00,1.05%,91.98B,68.80M,소비순환재
참좋은여행,094850,7.09K,4.73%,90.56B,44.43K,소비순환재
유니크,011320,4.59K,0.99%,87.91B,54.60K,소비순환재
유니테크노,241690,3.65K,1.81%,87.85B,77.72K,소비순환재
유라테크,048430,7.81K,1.83%,87.84B,53.29K,소비순환재
플레이디,237820,6.54K,-4.11%,87.48B,751.96K,소비순환재
HRS,036640,5.44K,0.93%,86.14B,28.10K,소비순환재
손오공,066910,2.60K,1.57%,86.06B,161.13K,소비순환재
영화테크,265560,8.17K,1.74%,85.84B,9.50K,소비순환재
NEW,160550,3.13K,2.79%,84.97B,38.97K,소비순환재
티비씨,033830,905.00,0.89%,84.80B,95.92K,소비순환재
웨스트라이즈,064090,2.83K,1.99%,84.61B,20.73K,소비순환재
케이피에프,024880,4.42K,2.20%,83.69B,52.33K,소비순환재
자연과환경,043910,1.03K,1.18%,82.94B,179.35K,소비순환재
베뉴지,019010,2.06K,0.00%,82.61B,10.32K,소비순환재
액션스퀘어,205500,1.58K,-0.13%,82.25B,8.06K,소비순환재
디케이락,105740,8.11K,2.01%,80.74B,33.48K,소비순환재
경창산업,024910,2.27K,0.67%,80.24B,163.08K,소비순환재
오리콤,010470,7.08K,3.66%,79.26B,60.82K,소비순환재
네오오토,212560,10.05K,1.01%,78.36B,36.01K,소비순환재
이엠넷,123570,3.58K,-0.28%,76.66B,491.81K,소비순환재
DH오토웨어,025440,2.48K,0.00%,76.34B,0.00,소비순환재
제룡산업,147830,4.16K,5.05%,75.84B,429.12K,소비순환재
팬엔터테인먼트,068050,2.77K,1.84%,75.33B,56.77K,소비순환재
모베이스,101330,3.27K,1.24%,74.65B,45.98K,소비순환재
NE능률,053290,4.78K,-0.21%,74.20B,86.80K,소비순환재
FSN,214270,2.13K,-2.95%,73.14B,761.64K,소비순환재
에스씨디,042110,1.51K,0.80%,72.49B,17.46K,소비순환재
디지틀조선,033130,1.97K,1.08%,72.34B,77.84K,소비순환재
한일단조,024740,2.27K,-1.52%,71.99B,350.18K,소비순환재
구영테크,053270,2.75K,0.18%,71.73B,33.32K,소비순환재
삼기,122350,1.89K,0.59%,71.18B,61.81K,소비순환재
에스제이그룹,306040,7.27K,0.97%,70.12B,8.97K,소비순환재
에스텍,069510,8.37K,0.84%,69.80B,675.00,소비순환재
아이엘사이언스,307180,2.59K,-0.38%,69.42B,46.61K,소비순환재
우리산업,072470,3.71K,1.51%,68.93B,21.39K,소비순환재
서진오토모티브,122690,3.15K,-0.47%,68.75B,83.96K,소비순환재
오로라,039830,6.79K,0.89%,67.49B,7.12K,소비순환재
피코그램,376180,3.75K,4.46%,65.68B,64.78K,소비순환재
애머릿지,900100,1.59K,-2.63%,64.53B,92.27K,소비순환재
오하임아이엔티,309930,3.12K,4.00%,63.83B,19.94K,소비순환재
에코캡,128540,2.45K,1.66%,62.64B,31.13K,소비순환재
삼천리자전거,024950,5.13K,-0.39%,62.33B,18.61K,소비순환재
코데즈컴바인,047770,1.65K,1.04%,61.72B,11.97K,소비순환재
와이즈버즈,273060,1.23K,0.49%,61.51B,1.41M,소비순환재
코퍼스코리아,322780,1.67K,0.66%,61.25B,16.96K,소비순환재
CBI,013720,1.45K,2.25%,60.74B,191.05K,소비순환재
TKG애강,022220,1.15K,-0.52%,59.98B,74.46K,소비순환재
한독크린텍,256150,7.15K,0.85%,59.52B,5.08K,소비순환재
CNH,023460,1.81K,1.40%,58.93B,4.23K,소비순환재
하츠,066130,4.91K,-0.20%,58.92B,12.10K,소비순환재
세원물산,024830,7.05K,0.00%,58.87B,507.00,소비순환재
테라사이언스,073640,654.00,0.00%,58.49B,0.00,소비순환재
일지테크,019540,4.55K,2.94%,58.40B,94.74K,소비순환재
그리티,204020,2.90K,-0.52%,58.26B,42.63K,소비순환재
에프엔씨엔터,173940,4.15K,7.65%,57.55B,21.91K,소비순환재
오텍,067170,4.07K,0.62%,57.39B,11.41K,소비순환재
한국가구,004590,4.24K,4.05%,56.58B,84.32K,소비순환재
삼화네트웍스,046390,1.44K,1.55%,56.14B,80.19K,소비순환재
화신정공,126640,1.45K,0.14%,52.81B,69.45K,소비순환재
KB오토시스,024120,4.58K,0.33%,52.56B,25.85K,소비순환재
배럴,267790,6.47K,1.41%,50.33B,18.68K,소비순환재
쎄노텍,222420,1.09K,1.20%,49.19B,18.54K,소비순환재
빅텐츠,210120,15.63K,0.06%,49.12B,5.32K,소비순환재
TN Entertainment,131100,1.75K,1.10%,48.66B,28.87K,소비순환재
DH Autolead,290120,3.09K,-1.44%,48.64B,22.56K,소비순환재
아이윈,090150,1.22K,0.33%,48.18B,157.58K,소비순환재
씨티프라퍼티,052300,423.00,0.95%,47.24B,123.81K,소비순환재
이원컴포텍,088290,1.56K,1.63%,46.93B,172.40K,소비순환재
아이스크림에듀,289010,3.65K,0.83%,46.57B,9.75K,소비순환재
오리엔트정공,065500,1.45K,-1.23%,46.42B,137.94K,소비순환재
휴림에이텍,078590,867.00,1.76%,46.19B,293.86K,소비순환재
원풍,008370,4.16K,1.46%,45.88B,22.25K,소비순환재
이스트아시아홀딩스,900110,98.00,-6.67%,45.35B,65.44M,소비순환재
바른손이앤에이,035620,610.00,0.00%,45.30B,51.15K,소비순환재
지엔코,065060,421.00,-1.64%,45.27B,149.17K,소비순환재
베스파,299910,3.17K,0.00%,44.69B,0.00,소비순환재
아시아경제,127710,1.25K,2.29%,42.62B,17.13K,소비순환재
서연탑메탈,019770,3.62K,1.68%,41.53B,33.47K,소비순환재
예림당,036000,1.83K,2.46%,41.12B,4.26K,소비순환재
디케이앤디,263020,2.75K,-2.48%,41.10B,58.21K,소비순환재
한국큐빅,021650,2.52K,0.80%,40.63B,24.80K,소비순환재
에이에프더블류,312610,2.03K,1.55%,40.49B,15.80K,소비순환재
GH신소재,130500,2.80K,0.90%,40.36B,95.26K,소비순환재
디와이디대양,219550,769.00,0.39%,40.05B,404.21K,소비순환재
오스템,031510,1.49K,-0.33%,39.92B,70.64K,소비순환재
PN풍년,024940,4.28K,1.30%,39.71B,46.21K,소비순환재
셀바이오휴먼텍,318160,4.28K,4.14%,38.05B,93.99K,소비순환재
국영지앤엠,006050,1.11K,0.81%,37.45B,70.36K,소비순환재
와토스코리아,079000,5.47K,6.21%,37.08B,80.82K,소비순환재
세중,039310,2.00K,0.10%,36.21B,10.16K,소비순환재
풍강,093380,3.64K,0.97%,34.57B,10.83K,소비순환재
판타지오,032800,289.00,-1.37%,34.14B,3.19M,소비순환재
신라섬유,001000,1.36K,0.44%,32.80B,18.74K,소비순환재
토박스코리아,215480,3.47K,0.58%,32.43B,11.01K,소비순환재
ES큐브,050120,2.40K,-0.42%,32.21B,8.41K,소비순환재
성창오토텍,080470,4.43K,1.72%,31.83B,8.24K,소비순환재
VC,365900,4.40K,2.33%,31.43B,15.23K,소비순환재
디젠스,113810,953.00,1.17%,30.74B,215.77K,소비순환재
아즈텍WB,032080,1.42K,0.50%,29.89B,32.57K,소비순환재
캐스텍코리아,071850,1.83K,1.33%,29.50B,56.51K,소비순환재
대성파인텍,104040,965.00,0.63%,29.41B,81.78K,소비순환재
캐리소프트,317530,4.30K,0.82%,29.13B,12.21K,소비순환재
DYC,310870,1.39K,-1.28%,29.06B,96.78K,소비순환재
티피씨글로벌,130740,2.50K,-1.38%,28.53B,38.39K,소비순환재
로스웰,900260,827.00,6.16%,27.90B,234.04K,소비순환재
헝셩그룹,900270,211.00,-2.31%,27.12B,9.49M,소비순환재
제이에스티나,026040,1.91K,1.22%,26.96B,16.50K,소비순환재
프럼파스트,035200,3.22K,1.58%,26.83B,32.68K,소비순환재
솔루에타,154040,1.52K,1.54%,26.80B,1.95M,소비순환재
까스텔바작,308100,4.10K,1.36%,26.09B,6.25K,소비순환재
인터엠,017250,1.29K,0.31%,26.02B,20.35K,소비순환재
패션플랫폼,225590,1.03K,1.88%,25.89B,77.19K,소비순환재
에스티오,098660,2.13K,0.47%,25.73B,23.34K,소비순환재
알톤스포츠,123750,2.00K,-0.74%,25.65B,27.06K,소비순환재
원풍물산,008290,637.00,0.00%,25.45B,23.74K,소비순환재
세동,053060,1.36K,0.81%,23.91B,120.23K,소비순환재
뉴보텍,060260,543.00,-2.86%,22.76B,621.09K,소비순환재
형지I&C,011080,860.00,-0.12%,21.95B,68.11K,소비순환재
위니아,071460,613.00,0.00%,21.80B,0.00,소비순환재
디딤,217620,381.00,0.00%,21.72B,0.00,소비순환재
스타플렉스,115570,2.79K,3.91%,21.18B,7.30K,소비순환재
엠에프엠코리아,323230,571.00,15.35%,20.97B,1.47M,소비순환재
골든센츄리,900280,102.00,2.00%,20.14B,2.23M,소비순환재
아이오케이,078860,4.07K,0.00%,19.56B,25.78K,소비순환재
스튜디오산타클로스,204630,155.00,0.00%,19.04B,0.00,소비순환재
이퓨쳐,134060,4.91K,0.31%,18.99B,2.32K,소비순환재
에이디칩스,054630,158.00,0.00%,12.59B,0.00,소비순환재
코다코,046070,257.00,0.00%,10.63B,0.00,소비순환재
THE MIDONG,161570,366.00,0.00%,7.65B,0.00,소비순환재
에코프로,086520,517.00K,0.00%,13.62T,0.00,소재
엔켐,348370,315.50K,4.64%,5.73T,457.02K,소재
동진쎄미켐,005290,46.55K,0.87%,2.37T,839.12K,소재
솔브레인,357780,302.00K,-0.33%,2.35T,26.41K,소재
레이크머티리얼즈,281740,22.10K,1.38%,1.43T,679.09K,소재
나노신소재,121600,115.80K,4.04%,1.33T,75.96K,소재
대주전자재료,078600,90.60K,3.54%,1.29T,109.17K,소재
솔브레인홀딩스,036830,49.10K,0.82%,1.01T,120.56K,소재
덕산네오룩스,213420,37.40K,-0.13%,919.88B,79.67K,소재
국일제지,078130,800.00,0.00%,901.92B,0.00,소재
포스코엠텍,009520,19.71K,5.40%,778.72B,1.55M,소재
덕산테코피아,317330,38.10K,0.00%,732.41B,354.19K,소재
천보,278280,73.10K,1.39%,715.95B,19.67K,소재
티이엠씨,425040,22.05K,2.80%,455.86B,361.86K,소재
원익머트리얼즈,104830,35.95K,0.00%,453.26B,43.53K,소재
이엔에프테크놀로지,102710,27.80K,-1.07%,401.49B,183.36K,소재
동국산업,005160,7.71K,3.21%,384.89B,481.74K,소재
동성화인텍,033500,12.98K,5.36%,357.69B,827.85K,소재
석경에이티,357550,59.70K,0.67%,323.48B,10.14K,소재
와이씨켐,112290,31.20K,1.13%,311.91B,3.06M,소재
삼표시멘트,038500,2.86K,1.24%,303.27B,43.78K,소재
펌텍코리아,251970,24.60K,1.44%,300.66B,30.18K,소재
삼목에스폼,018310,19.89K,4.63%,271.74B,48.17K,소재
유진기업,023410,3.42K,0.88%,232.69B,151.11K,소재
GRT,900290,3.24K,-1.07%,220.65B,232.48K,소재
퓨릿,445180,12.83K,1.50%,211.96B,281.32K,소재
한국알콜,017890,10.24K,0.79%,209.10B,14.24K,소재
BGF에코머티리얼즈,126600,3.93K,1.16%,206.65B,46.37K,소재
새빗켐,107600,44.60K,6.19%,204.18B,17.22K,소재
보광산업,225530,5.49K,0.55%,198.41B,13.53K,소재
와이엠티,251370,12.40K,5.08%,192.51B,59.63K,소재
켐트로스,220260,6.89K,1.03%,181.13B,106.88K,소재
대양제지,006580,9.15K,0.00%,174.06B,0.00,소재
피엔에이치테크,239890,16.51K,-3.51%,170.00B,102.19K,소재
삼보판지,023600,10.29K,0.88%,161.11B,12.62K,소재
제이아이테크,417500,4.96K,1.33%,156.80B,567.32K,소재
Nokwon Commercials Industries,065560,5.77K,0.00%,150.31B,0.00,소재
The Lamy,032860,3.64K,0.00%,147.03B,0.00,소재
홈센타홀딩스,060560,1.15K,2.31%,142.81B,93.19K,소재
풍국주정,023900,11.40K,2.33%,140.36B,14.81K,소재
엘티씨,170920,15.77K,6.27%,137.67B,577.06K,소재
신스틸,162300,3.50K,10.06%,130.44B,17.97M,소재
케이엔더블유,105330,7.83K,0.64%,123.47B,21.31K,소재
대정화금,120240,16.60K,1.53%,117.56B,10.46K,소재
크리스탈신소재,900250,1.19K,2.95%,110.37B,652.87K,소재
오성첨단소재,052420,1.35K,1.58%,108.14B,153.00K,소재
엠투엔,033310,2.63K,0.76%,103.51B,23.45K,소재
하인크코리아,373200,1.38K,3.37%,100.99B,1.42M,소재
앤디포스,238090,4.16K,1.09%,96.75B,16.29K,소재
메카로,241770,9.87K,1.86%,95.42B,66.98K,소재
소니드,060230,2.46K,3.14%,94.38B,159.99K,소재
선진 뷰티 사이언스,086710,7.90K,1.28%,93.68B,41.54K,소재
세아메카닉스,396300,3.63K,3.71%,92.71B,106.08K,소재
피제이메탈,128660,3.75K,0.54%,92.64B,2.19M,소재
아셈스,136410,8.32K,2.72%,87.51B,17.57K,소재
제노포커스,187420,3.83K,0.92%,86.48B,47.82K,소재
경남스틸,039240,3.26K,3.16%,85.26B,2.61M,소재
레몬,294140,1.93K,0.00%,81.06B,0.00,소재
금강철강,053260,5.15K,3.52%,80.61B,3.05M,소재
덕신하우징,090410,1.79K,3.65%,79.63B,234.69K,소재
KCI,036670,7.27K,0.97%,78.67B,3.91K,소재
삼현철강,017480,5.05K,1.51%,76.83B,210.54K,소재
에스와이스틸텍,365330,2.52K,2.65%,75.15B,116.12K,소재
잉크테크,049550,3.73K,0.27%,72.84B,5.05K,소재
EG,037370,8.45K,1.08%,72.10B,48.34K,소재
코센,009730,2.39K,1.92%,71.66B,333.54K,소재
비비씨,318410,12.90K,0.70%,71.16B,24.24K,소재
대림제지,017650,8.15K,0.25%,68.05B,3.17K,소재
케이피엠테크,042040,385.00,0.26%,66.99B,209.32K,소재
티플랙스,081150,2.83K,4.05%,65.89B,388.99K,소재
신진에스엠,138070,3.90K,0.00%,65.71B,4.80M,소재
SG,255220,1.55K,1.91%,65.17B,661.08K,소재
대륙제관,004780,4.07K,0.00%,64.65B,10.69K,소재
KBG,318000,7.47K,2.19%,63.89B,24.92K,소재
KBI메탈,024840,2.01K,6.97%,63.66B,11.69M,소재
제일제강,023440,1.22K,4.82%,63.18B,345.39K,소재
유에스티,263770,2.65K,3.71%,60.67B,13.87K,소재
한국팩키지,037230,2.04K,0.74%,60.35B,10.58K,소재
원익큐브,014190,1.72K,1.90%,59.61B,225.71K,소재
효성오앤비,097870,7.25K,1.12%,58.72B,18.21K,소재
동국알앤에스,075970,3.29K,5.29%,57.41B,200.71K,소재
대유,290380,2.31K,0.00%,56.84B,0.00,소재
태양,053620,7.18K,0.70%,56.76B,1.63K,소재
고려시멘트,198440,1.77K,0.28%,56.51B,46.32K,소재
제일테크노스,038010,6.84K,2.86%,55.30B,75.33K,소재
삼륭물산,014970,3.59K,1.27%,53.62B,3.58K,소재
오공,045060,3.02K,-4.58%,53.62B,148.54K,소재
누보,332290,1.61K,-0.06%,52.88B,69.24K,소재
폴라리스우노,114630,698.00,0.87%,52.59B,147.76K,소재
대창스틸,140520,2.43K,1.89%,50.34B,39.43K,소재
승일,049830,8.29K,0.00%,48.97B,2.75K,소재
전진바이오팜,110020,6.03K,-0.82%,48.93B,110.57K,소재
이건홀딩스,039020,2.25K,0.67%,48.30B,6.16K,소재
세림B&G,340440,1.70K,0.30%,47.96B,47.26K,소재
케이디켐,221980,12.37K,-0.16%,47.35B,1.99K,소재
한일화학,007770,13.38K,0.60%,46.68B,3.22K,소재
동양파일,228340,2.31K,-0.65%,46.40B,15.13K,소재
삼영엠텍,054540,3.94K,4.52%,45.67B,77.35K,소재
빛샘전자,072950,5.70K,1.97%,44.78B,87.99K,소재
쎄니트,037760,1.42K,5.72%,42.81B,139.52K,소재
대호특수강,021040,4.05K,0.25%,42.46B,4.33K,소재
대호특수강우,021045,7.86K,-1.50%,42.46B,418.00,소재
나노브릭,286750,2.04K,5.36%,40.17B,67.49K,소재
나노씨엠에스,247660,9.43K,1.40%,39.72B,14.16K,소재
씨큐브,101240,4.55K,1.90%,39.71B,9.89K,소재
율촌,146060,1.65K,0.55%,39.39B,722.46K,소재
모헨즈,006920,3.54K,0.85%,38.38B,40.90K,소재
한창산업,079170,7.45K,1.09%,38.32B,17.78K,소재
삼보산업,009620,788.00,5.63%,37.34B,1.24M,소재
무림SP,001810,1.69K,2.18%,36.53B,23.25K,소재
원일특강,012620,8.39K,1.21%,36.48B,15.38K,소재
동양에스텍,060380,1.90K,1.66%,36.09B,143.53K,소재
대동스틸,048470,3.90K,6.85%,35.22B,9.22M,소재
윈하이텍,192390,3.23K,1.10%,34.85B,32.02K,소재
아이컴포넌트,059100,5.11K,2.40%,34.00B,10.64K,소재
나노,187790,1.02K,0.00%,31.44B,0.00,소재
서산,079650,1.43K,-0.97%,28.94B,19.82K,소재
인바이오,352940,2.75K,4.16%,28.75B,28.26K,소재
엔피케이,048830,1.54K,1.65%,28.25B,61.86K,소재
국일신동,060480,2.44K,-0.20%,27.12B,48.38K,소재
대동금속,020400,8.44K,1.20%,26.60B,5.84K,소재
스킨앤스킨,159910,717.00,-1.78%,25.68B,88.03K,소재
웹스,196700,1.70K,-0.35%,24.55B,25.98K,소재
예선테크,250930,702.00,-0.14%,22.97B,26.65K,소재
나노캠텍,091970,624.00,-1.11%,22.80B,62.17K,소재
와이오엠,066430,534.00,1.33%,20.63B,148.69K,소재
광진실업,026910,3.17K,-0.31%,20.40B,6.89K,소재
동일철강,023790,954.00,0.74%,18.67B,77.80K,소재
메가스터디교육,215200,63.30K,2.76%,695.58B,102.06K,아카데믹 및 교육 서비스
멀티캠퍼스,067280,34.25K,0.59%,201.81B,7.48K,아카데믹 및 교육 서비스
디지털대성,068930,6.82K,0.15%,178.45B,10.81K,아카데믹 및 교육 서비스
크레버스,096240,19.12K,2.19%,155.96B,58.29K,아카데믹 및 교육 서비스
메가스터디,072870,11.10K,0.18%,126.39B,9.05K,아카데믹 및 교육 서비스
정상제이엘에스,040420,6.87K,0.59%,102.03B,16.50K,아카데믹 및 교육 서비스
