Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
012600.KS,KR7012600003,청호ICT,KOSPI,,2490,0,0,0.0,0,0,0,0,0,116119947330,46634517,STK
123420.KQ,KR7123420002,위메이드플레이,KOSDAQ,우량기업부,10120,2,-390,-3.71,10420,10550,10100,42982,438484320,116074801040,11469842,KSQ
232680.KQ,KR7232680009,라온테크,KOSDAQ,기술성장기업부,9250,1,180,1.98,9100,9290,9070,65800,605774660,115941664500,12534234,KSQ
014470.KQ,KR7014470009,부방,KOSDAQ,중견기업부,1930,2,-20,-1.03,1970,1974,1912,271881,527902171,115900861800,60052260,KSQ
256630.KQ,KR7256630005,포인트엔지니어링,KOSDAQ,벤처기업부,1997,1,22,1.11,1957,2055,1922,226742,451117054,115820152784,57997072,KSQ
013580.KS,KR7013580006,계룡건설,KOSPI,,12960,2,-260,-1.97,13300,13390,12950,48030,626322340,115744554720,8930907,STK
054670.KQ,KR7054670005,대한뉴팜,KOSDAQ,우량기업부,8050,2,-20,-0.25,8050,8070,8000,34181,274073710,115557106000,14354920,KSQ
003350.KS,KR7003350006,한국화장품제조,KOSPI,,25450,1,400,1.6,25050,25750,24950,50204,1267518050,115339400000,4532000,STK
004150.KS,KR7004150009,한솔홀딩스,KOSPI,,2745,2,-15,-0.54,2770,2780,2740,41905,115102645,115313543865,42008577,STK
041930.KQ,KR7041930009,동아화성,KOSDAQ,우량기업부,7290,1,10,0.14,7340,7340,7260,6055,44068690,115182000000,15800000,KSQ
305090.KQ,KR7305090003,마이크로디지탈,KOSDAQ,기술성장기업부,7360,1,260,3.66,7100,7510,6930,75895,556795730,115085847040,15636664,KSQ
382480.KQ,KR7382480002,지아이텍,KOSDAQ,벤처기업부,2920,2,-30,-1.02,2980,2980,2900,113196,331290940,114922848800,39357140,KSQ
053280.KQ,KR7053280004,예스24,KOSDAQ,우량기업부,4595,1,25,0.55,4570,4620,4560,23702,108703585,114875000000,25000000,KSQ
267290.KS,KR7267290005,경동도시가스,KOSPI,,19470,2,-10,-0.05,19480,20100,19430,15154,296526050,114783554820,5895406,STK
038680.KQ,KR7038680005,에스넷,KOSDAQ,중견기업부,5860,1,20,0.34,5840,5950,5720,185886,1085416700,114561107220,19549677,KSQ
065130.KQ,KR7065130007,탑엔지니어링,KOSDAQ,중견기업부,6660,1,10,0.15,6650,6900,6550,96282,647243830,114485280120,17189982,KSQ
099750.KQ,KR7099750002,이지케어텍,KOSDAQ,벤처기업부,16750,2,-50,-0.3,16900,16900,16600,6534,109415710,114482498000,6834776,KSQ
049520.KQ,KR7049520000,유아이엘,KOSDAQ,중견기업부,5240,2,-90,-1.69,5330,5400,5200,57672,303610620,114153064640,21784936,KSQ
038460.KQ,KR7038460002,바이오스마트,KOSDAQ,벤처기업부,5320,1,10,0.19,5720,6220,5170,25555389,149404974020,114045494360,21437123,KSQ
350520.KS,KR7350520003,이지스레지던스리츠,KOSPI,,4020,1,10,0.25,4010,4030,3985,42830,171710300,114001640340,28358617,STK
089790.KQ,KR7089790000,제이티,KOSDAQ,벤처기업부,11040,1,190,1.75,11090,11360,10870,460841,5126624480,113883263520,10315513,KSQ
003100.KQ,KR7003100005,선광,KOSDAQ,우량기업부,17250,3,0,0.0,17140,17430,17140,7867,136064290,113850000000,6600000,KSQ
302430.KQ,KR7302430004,이노메트리,KOSDAQ,벤처기업부,11570,1,140,1.22,11470,11800,11440,32012,370659240,113770216560,9833208,KSQ
159580.KQ,KR7159580000,제로투세븐,KOSDAQ,중견기업부,5660,1,70,1.25,5590,5790,5550,101244,578087210,113384719760,20032636,KSQ
294630.KQ,KR7294630009,서남,KOSDAQ,기술성장기업부,4805,2,-80,-1.64,4900,4940,4760,473804,2281840310,113102295495,23538459,KSQ
187870.KQ,KR7187870001,디바이스이엔지,KOSDAQ,우량기업부,16050,2,-10,-0.06,15830,16270,15710,6604,105677460,112937574450,7036609,KSQ
004830.KS,KR7004830006,덕성,KOSPI,,7200,2,-270,-3.61,7470,7580,7140,555561,4031542810,112896000000,15680000,STK
032560.KS,KR7032560005,황금에스티,KOSPI,,6640,2,-20,-0.3,6640,6700,6590,47890,317481650,112880000000,17000000,STK
251120.KQ,KR7251120002,바이오에프디엔씨,KOSDAQ,기술성장기업부,12980,2,-260,-1.96,13350,13350,12880,17435,227037200,112870186000,8695700,KSQ
095190.KQ,KR7095190005,이엠코리아,KOSDAQ,중견기업부,2650,3,0,0.0,2650,2670,2625,65544,173812035,112839748050,42581037,KSQ
066590.KQ,KR7066590001,우수AMS,KOSDAQ,중견기업부,2885,3,0,0.0,2925,2925,2855,62674,180622510,112725905040,39073104,KSQ
294090.KQ,KR7294090006,이오플로우,KOSDAQ,기술성장기업부,3705,2,-5,-0.13,3710,3880,3615,245500,905437320,112693825335,30416687,KSQ
241770.KQ,KR7241770007,메카로,KOSDAQ,우량기업부,11050,4,2550,30.0,8500,11050,8430,2660073,27469511510,112628672000,10192640,KSQ
171120.KQ,KR7171120009,라이온켐텍,KOSDAQ,중견기업부,3130,1,80,2.62,3080,3170,3055,29220,90776330,112372508800,35901760,KSQ
082210.KQ,KR7082210006,옵트론텍,KOSDAQ,중견기업부,4320,1,30,0.7,4300,4340,4190,154789,660577485,112356810720,26008521,KSQ
047400.KS,KR7047400007,유니온머티리얼,KOSPI,,2675,1,60,2.29,2630,2725,2615,369475,992976870,112350000000,42000000,STK
263690.KQ,KR7263690000,디알젬,KOSDAQ,우량기업부,9910,2,-30,-0.3,9940,10060,9700,15459,151741950,112236795100,11325610,KSQ
111710.KQ,KR7111710000,남화산업,KOSDAQ,중견기업부,5450,2,-70,-1.27,5520,5530,5440,4579,25061440,112204600000,20588000,KSQ
009070.KS,KR7009070004,KCTC,KOSPI,,3740,2,-10,-0.27,3740,3780,3705,32629,121796820,112200000000,30000000,STK
005960.KS,KR7005960000,동부건설,KOSPI,,4890,2,-5,-0.1,4950,4950,4850,30859,150647405,112198326270,22944443,STK
052420.KQ,KR7052420007,오성첨단소재,KOSDAQ,중견기업부,1325,2,-19,-1.41,1342,1355,1325,160727,214642618,111767772700,84353036,KSQ
078140.KQ,KR7078140001,대봉엘에스,KOSDAQ,우량기업부,10080,1,220,2.23,9860,10280,9790,154336,1558837320,111752716320,11086579,KSQ
033310.KQ,KR7033310004,엠투엔,KOSDAQ,중견기업부,2770,2,-40,-1.42,2810,2825,2750,52445,145729505,111747979870,40342231,KSQ
263860.KQ,KR7263860009,지니언스,KOSDAQ,벤처기업부,11820,2,-40,-0.34,11860,12140,11780,11648,139154770,111635172000,9444600,KSQ
012690.KS,KR7012690004,모나리자,KOSPI,,3050,1,15,0.49,3030,3055,3015,150882,458498880,111542327750,36571255,STK
443250.KQ,KR7443250006,레뷰코퍼레이션,KOSDAQ,벤처기업부,10040,2,-50,-0.5,10280,10340,10000,47572,481473380,111494461040,11105026,KSQ
175140.KQ,KR7175140003,인포마크,KOSDAQ,투자주의환기종목(소속부없음),5180,1,740,16.67,4550,5190,4455,981396,4826607225,111449212560,21515292,KSQ
005870.KS,KR7005870001,휴니드,KOSPI,,7890,1,260,3.41,7550,7920,7480,873561,6733863170,111375358350,14116015,STK
034590.KS,KR7034590000,인천도시가스,KOSPI,,25450,1,50,0.2,25500,25500,25300,297,7538600,111337489300,4374754,STK
250060.KQ,KR7250060001,모비스,KOSDAQ,기술성장기업부,3455,2,-55,-1.57,3510,3515,3360,454492,1560028200,111151889870,32171314,KSQ
142210.KQ,KR7142210004,유니트론텍,KOSDAQ,우량기업부,5770,1,30,0.52,5740,5830,5570,362929,2055187580,111049950840,19246092,KSQ
260970.KQ,KR7260970009,에스앤디,KOSDAQ,벤처기업부,27350,2,-950,-3.36,28500,28500,27300,53114,1471898400,111025137000,4059420,KSQ
236810.KQ,KR7236810008,엔비티,KOSDAQ,기술성장기업부,6540,1,130,2.03,6400,6670,6400,81175,532201110,111019286040,16975426,KSQ
004140.KS,KR7004140000,동방,KOSPI,,2310,2,-35,-1.49,2320,2335,2260,955898,2199941575,110814779460,47971766,STK
023000.KS,KR7023000003,삼원강재,KOSPI,,2770,1,10,0.36,2750,2770,2745,7771,21402950,110800000000,40000000,STK
056090.KQ,KR7056090004,이노시스,KOSDAQ,관리종목(소속부없음),1180,0,0,0.0,0,0,0,0,0,110701701180,93815001,KSQ
049960.KQ,KR7049960008,쎌바이오텍,KOSDAQ,벤처기업부,11760,1,20,0.17,11660,11910,11660,21537,254458890,110544000000,9400000,KSQ
059120.KQ,KR7059120006,아진엑스텍,KOSDAQ,벤처기업부,11330,2,-30,-0.26,11500,11550,11200,125233,1422909240,110451592680,9748596,KSQ
005990.KQ,KR7005990007,매일홀딩스,KOSDAQ,우량기업부,8040,1,10,0.12,8120,8120,8010,1606,12947700,110295164160,13718304,KSQ
446540.KQ,KR7446540007,메가터치,KOSDAQ,중견기업부,5310,1,160,3.11,5200,5470,5100,418228,2243267470,110294010000,20771000,KSQ
012170.KS,KR7012170007,아센디오,KOSPI,,1064,1,1,0.09,1077,1082,1047,2070408,2195752787,110197935232,103569488,STK
033230.KQ,KR7033230004,인성정보,KOSDAQ,중견기업부,2810,3,0,0.0,2815,2860,2765,880199,2464207560,110195217800,39215380,KSQ
007820.KQ,KR7007820004,에스엠코어,KOSDAQ,중견기업부,5500,2,-80,-1.43,5670,5670,5490,76015,423935950,110186703000,20033946,KSQ
052710.KQ,KR7052710001,아모텍,KOSDAQ,중견기업부,7530,1,370,5.17,7160,7650,7150,80949,601596110,110051770770,14615109,KSQ
170030.KQ,KR7170030001,현대공업,KOSDAQ,우량기업부,7160,2,-40,-0.56,7200,7290,7110,62755,450610400,109834400000,15340000,KSQ
104620.KQ,KR7104620000,노랑풍선,KOSDAQ,중견기업부,6920,2,-80,-1.14,6980,7040,6830,48715,340531010,109627511920,15842126,KSQ
023450.KS,KR7023450000,동남합성,KOSPI,,31300,2,-100,-0.32,31400,31500,30800,2071,64619600,109550000000,3500000,STK
083500.KQ,KR7083500009,에프엔에스테크,KOSDAQ,벤처기업부,12770,2,-390,-2.96,13110,13650,12710,643393,8389211690,109511969940,8575722,KSQ
002720.KS,KR7002720001,국제약품,KOSPI,,5160,1,80,1.57,5080,5200,5000,357131,1826950150,109184733120,21159832,STK
036580.KS,KR7036580009,팜스코,KOSPI,,2970,2,-5,-0.17,2945,2985,2930,12963,38236895,109081990710,36727943,STK
053050.KQ,KR7053050001,지에스이,KOSDAQ,우량기업부,3630,2,-20,-0.55,3540,3650,3480,1072742,3829566040,108854977110,29987597,KSQ
066620.KQ,KR7066620006,국보디자인,KOSDAQ,우량기업부,14510,2,-90,-0.62,14600,14600,14420,3538,51253950,108825000000,7500000,KSQ
361570.KQ,KR7361570005,알비더블유,KOSDAQ,중견기업부,3800,1,30,0.8,3840,3840,3765,48624,185183945,108814105800,28635291,KSQ
101930.KQ,KR7101930006,인화정공,KOSDAQ,중견기업부,12000,2,-50,-0.41,12050,12200,11910,11015,131840550,108807276000,9067273,KSQ
373200.KQ,KR7373200005,하인크코리아,KOSDAQ,벤처기업부,1431,1,4,0.28,1432,1506,1415,1988552,2890724880,108334795167,75705657,KSQ
040420.KQ,KR7040420002,정상제이엘에스,KOSDAQ,우량기업부,6900,1,10,0.15,6890,6900,6880,6575,45262720,108175108800,15677552,KSQ
054800.KQ,KR7054800008,아이디스홀딩스,KOSDAQ,중견기업부,10450,3,0,0.0,10450,10470,10390,2646,27557470,108134050200,10347756,KSQ
330350.KQ,KR7330350000,위더스제약,KOSDAQ,우량기업부,8180,1,60,0.74,8200,8350,8090,22552,184426900,107993497020,13202139,KSQ
241520.KQ,KR7241520006,DSC인베스트먼트,KOSDAQ,중견기업부,3915,2,-225,-5.43,4160,4195,3865,675314,2705847845,107647329375,27496125,KSQ
257370.KQ,KR7257370007,피엔티엠에스,KOSDAQ,관리종목(소속부없음),9210,0,0,0.0,0,0,0,0,0,107645199810,11687861,KSQ
002200.KS,KR7002200004,한국수출포장,KOSPI,,2690,2,-20,-0.74,2710,2720,2665,80782,217404785,107600000000,40000000,STK
234300.KQ,KR7234300002,에스트래픽,KOSDAQ,벤처기업부,3890,2,-10,-0.26,3850,3945,3850,75798,296575910,107100421380,27532242,KSQ
289080.KQ,KR7289080004,SV인베스트먼트,KOSDAQ,중견기업부,2010,1,67,3.45,1931,2355,1930,5791828,12456212053,107000340000,53234000,KSQ
417840.KQ,KR7417840006,저스템,KOSDAQ,벤처기업부,14750,1,50,0.34,14900,14990,14350,101782,1488208820,106925331250,7249175,KSQ
160600.KQ,KR7160600003,이큐셀,KOSDAQ,관리종목(소속부없음),3100,0,0,0.0,0,0,0,0,0,106895911200,34482552,KSQ
368770.KQ,KR7368770004,파이버프로,KOSDAQ,벤처기업부,3250,1,190,6.21,3060,3625,3030,2026958,6857603215,106776231250,32854225,KSQ
093920.KQ,KR7093920007,서원인텍,KOSDAQ,우량기업부,5740,2,-10,-0.17,5750,5790,5700,22879,131399440,106764000000,18600000,KSQ
058630.KQ,KR7058630005,엠게임,KOSDAQ,우량기업부,5460,1,10,0.18,5450,5520,5440,49891,273043120,106709568420,19543877,KSQ
123690.KS,KR7123690000,한국화장품,KOSPI,,6640,1,210,3.27,6530,6750,6380,258705,1714621960,106691520000,16068000,STK
043220.KQ,KR7043220003,티에스넥스젠,KOSDAQ,중견기업부,977,2,-13,-1.31,990,1000,936,1063576,1022589913,106297266843,108799659,KSQ
061250.KQ,KR7061250007,화일약품,KOSDAQ,중견기업부,1596,1,17,1.08,1569,1596,1568,71294,112865115,106186390296,66532826,KSQ
007280.KS,KR7007280001,한국특강,KOSPI,,1746,1,6,0.34,1752,1752,1722,26836,46376807,106180041006,60813311,STK
321370.KQ,KR7321370009,센서뷰,KOSDAQ,기술성장기업부,4050,2,-50,-1.22,4200,4210,4030,176988,724154940,105828039000,26130380,KSQ
389140.KQ,KR7389140005,포바이포,KOSDAQ,벤처기업부,9550,1,30,0.32,9520,9670,9330,159600,1512396460,105749394250,11073235,KSQ
307930.KQ,KR7307930008,컴퍼니케이,KOSDAQ,중견기업부,6760,1,130,1.96,6670,6800,6570,85043,568872140,105523600000,15610000,KSQ
041910.KQ,KR7041910001,에스텍파마,KOSDAQ,우량기업부,8850,1,450,5.36,8430,9000,8350,143864,1254073660,105299627550,11898263,KSQ
055490.KS,KR7055490007,테이팩스,KOSPI,,22100,2,-350,-1.56,22850,22850,22050,19398,430708350,105298765000,4764650,STK
092460.KQ,KR7092460005,한라IMS,KOSDAQ,우량기업부,6150,1,60,0.99,6050,6170,6000,31892,194899590,105224532000,17109680,KSQ
145210.KS,KR7145210001,다이나믹디자인,KOSPI,,6080,2,-40,-0.65,6100,6210,5960,76396,464051260,105190645440,17301093,STK
115160.KQ,KR7115160004,휴맥스,KOSDAQ,중견기업부,2390,1,5,0.21,2400,2450,2355,129574,308310240,105088596360,43970124,KSQ
019590.KQ,KR7019590009,엠벤처투자,KOSDAQ,관리종목(소속부없음),921,0,0,0.0,0,0,0,0,0,104963185182,113966542,KSQ
105760.KQ,KR7105760003,포스뱅크,KOSDAQ,벤처기업부,11200,1,40,0.36,11200,11490,11100,94654,1068342110,104781432000,9355485,KSQ
093190.KQ,KR7093190007,빅솔론,KOSDAQ,우량기업부,5440,1,10,0.18,5480,5480,5400,7021,38048830,104659643200,19238905,KSQ
027830.KQ,KR7027830009,대성창투,KOSDAQ,중견기업부,1938,2,-13,-0.67,1950,1969,1910,290262,560112642,104652000000,54000000,KSQ
241840.KQ,KR7241840008,에이스토리,KOSDAQ,중견기업부,10960,1,60,0.55,10770,11000,10770,12339,134268340,104558334240,9539994,KSQ
050110.KQ,KR7050110006,캠시스,KOSDAQ,중견기업부,1415,2,-12,-0.84,1423,1449,1414,243475,346511194,104461126970,73824118,KSQ
317830.KQ,KR7317830008,에스피시스템스,KOSDAQ,벤처기업부,9690,1,210,2.22,9520,9730,9440,62192,593810660,104398296420,10773818,KSQ
002600.KS,KR7002600005,조흥,KOSPI,,173900,1,2500,1.46,172000,174000,171900,57,9879500,104340000000,600000,STK
067570.KQ,KR7067570002,엔브이에이치코리아,KOSDAQ,중견기업부,2470,2,-10,-0.4,2480,2480,2455,36836,90905245,104159900000,42170000,KSQ
060230.KQ,KR7060230000,소니드,KOSDAQ,중견기업부,2610,1,10,0.38,2585,2700,2560,233406,611739900,104089276890,39880949,KSQ
004890.KS,KR7004890000,동일산업,KOSPI,,42900,1,150,0.35,42750,43000,42750,1283,54945800,104041723500,2425215,STK
041590.KQ,KR7041590001,플래스크,KOSDAQ,관리종목(소속부없음),789,0,0,0.0,0,0,0,0,0,103917099150,131707350,KSQ
123840.KQ,KR7123840001,뉴온,KOSDAQ,관리종목(소속부없음),371,2,-9,-2.37,387,387,368,277051,102817801,103783912484,279741004,KSQ
106190.KQ,KR7106190002,하이텍팜,KOSDAQ,중견기업부,9740,1,140,1.46,9790,9800,9300,13191,126526360,103567105020,10633173,KSQ
015590.KS,KR7015590003,KIB플러그에너지,KOSPI,,437,1,6,1.39,430,438,426,3556227,1528518969,103560934728,236981544,STK
035000.KS,KR7035000009,HS애드,KOSPI,,6240,2,-40,-0.64,6280,6340,6210,39647,246791120,103380632160,16567409,STK
009300.KQ,KR7009300005,삼아제약,KOSDAQ,우량기업부,16220,1,80,0.5,16110,16260,16080,9120,147344460,103321400000,6370000,KSQ
141000.KQ,KR7141000000,비아트론,KOSDAQ,우량기업부,8520,1,70,0.83,8450,8670,8370,49475,423167730,103217329200,12114710,KSQ
073560.KQ,KR7073560005,우리손에프앤지,KOSDAQ,우량기업부,1490,2,-6,-0.4,1496,1508,1467,75225,111966163,103164088070,69237643,KSQ
408920.KQ,KR7408920007,메쎄이상,KOSDAQ,중견기업부,2385,3,0,0.0,2360,2395,2360,12349,29339745,103109405175,43232455,KSQ
059210.KQ,KR7059210005,메타바이오메드,KOSDAQ,벤처기업부,4295,1,195,4.76,4140,4380,4090,494937,2123800790,102488797545,23862351,KSQ
340360.KQ,KR7340360007,다보링크,KOSDAQ,중견기업부,2360,2,-40,-1.67,2430,2465,2295,627186,1489470995,102396180320,43388212,KSQ
253840.KQ,KR7253840003,수젠텍,KOSDAQ,우량기업부,6120,1,20,0.33,6150,6180,6060,49724,304195580,102342360960,16722608,KSQ
067370.KQ,KR7067370007,선바이오,KOSDAQ,기술성장기업부,8290,1,140,1.72,8220,8390,8170,24346,201108590,102079370950,12313555,KSQ
053450.KQ,KR7053450003,세코닉스,KOSDAQ,중견기업부,6890,1,100,1.47,6840,6980,6730,74441,511412400,101922412670,14792803,KSQ
369370.KQ,KR7369370002,블리츠웨이,KOSDAQ,벤처기업부,2055,2,-30,-1.44,2050,2095,2015,17697,36348060,101922106260,49597132,KSQ
351330.KQ,KR7351330006,이삭엔지니어링,KOSDAQ,벤처기업부,12290,1,540,4.6,11800,12380,11780,260934,3162355700,101865910800,8288520,KSQ
072020.KQ,KR7072020001,중앙백신,KOSDAQ,벤처기업부,10530,2,-30,-0.28,10560,10640,10520,18202,191864040,101705974110,9658687,KSQ
071670.KQ,KR7071670004,에이테크솔루션,KOSDAQ,우량기업부,10170,2,-40,-0.39,10220,10330,10090,22582,229519930,101700000000,10000000,KSQ
078890.KQ,KR7078890001,가온그룹,KOSDAQ,중견기업부,5940,1,260,4.58,5740,6720,5670,1075587,6738408520,101533340700,17093155,KSQ
036120.KQ,KR7036120004,SCI평가정보,KOSDAQ,중견기업부,2860,3,0,0.0,2885,2885,2830,45418,129486730,101530000000,35500000,KSQ
027580.KQ,KR7027580000,상보,KOSDAQ,중견기업부,1715,1,14,0.82,1700,1733,1685,482366,827219041,101495893485,59181279,KSQ
058860.KS,KR7058860008,KTis,KOSPI,,2915,2,-5,-0.17,2915,2920,2895,47365,137762260,101447830000,34802000,STK
059270.KQ,KR7059270009,해성티피씨,KOSDAQ,기술성장기업부,9390,2,-260,-2.69,9730,10040,9300,541338,5228147750,101393144880,10797992,KSQ
234100.KQ,KR7234100006,폴라리스세원,KOSDAQ,우량기업부,1863,1,43,2.36,1825,1890,1806,322466,596460825,101243334024,54344248,KSQ
264900.KS,KR7264900002,크라운제과,KOSPI,,8080,2,-60,-0.74,8120,8120,8050,5275,42554450,101192708000,12523850,STK
065530.KQ,KR7065530008,와이어블,KOSDAQ,중견기업부,1912,2,-31,-1.6,1930,1946,1912,90647,174160983,101068320000,52860000,KSQ
218150.KQ,KR7218150001,미래생명자원,KOSDAQ,벤처기업부,4950,2,-60,-1.2,4970,5030,4800,423551,2072565750,101058219900,20415802,KSQ
407400.KQ,KR7407400001,꿈비,KOSDAQ,벤처기업부,8210,2,-140,-1.68,8350,8390,8180,61645,509585760,100650281540,12259474,KSQ
403490.KQ,KR7403490006,우듬지팜,KOSDAQ,벤처기업부,2225,2,-50,-2.2,2275,2275,2220,131622,295102260,100597732400,45212464,KSQ
377030.KQ,KR7377030002,맥스트,KOSDAQ,기술성장기업부,5140,2,-10,-0.19,5150,5280,5090,30305,156186020,100594333480,19570882,KSQ
226440.KQ,KR7226440006,한송네오텍,KOSDAQ,관리종목(소속부없음),1530,0,0,0.0,0,0,0,0,0,100580954580,65739186,KSQ
127980.KQ,KR7127980001,화인써키트,KOSDAQ,중견기업부,8490,1,140,1.68,8280,8760,8280,39571,337498140,100527407160,11840684,KSQ
001540.KQ,KR7001540004,안국약품,KOSDAQ,우량기업부,7700,2,-120,-1.53,7850,7850,7700,19945,154067450,100426634000,13042420,KSQ
000230.KS,KR7000230003,일동홀딩스,KOSPI,,8690,1,120,1.4,8690,8690,8520,13284,114291010,100286076000,11540400,STK
019010.KQ,KR7019010008,베뉴지,KOSDAQ,중견기업부,2080,2,-10,-0.48,2070,2095,2070,4811,10002290,100256000000,48200000,KSQ
067830.KS,KR7067830000,세이브존I&C,KOSPI,,2440,2,-10,-0.41,2450,2450,2410,17661,42918895,100139783800,41040895,STK
219420.KQ,KR7219420007,링크제니시스,KOSDAQ,기술성장기업부,8730,2,-200,-2.24,8920,8940,8610,379689,3327695240,100128796110,11469507,KSQ
234920.KQ,KR7234920007,자이글,KOSDAQ,벤처기업부,7400,2,-70,-0.94,7460,7630,7250,29268,215321180,100128734000,13530910,KSQ
352090.KQ,KR7352090005,스톰테크,KOSDAQ,중견기업부,7450,2,-40,-0.53,7460,7580,7370,24643,183849990,100101917550,13436499,KSQ
271830.KQ,KR7271830002,팸텍,KOSDAQ,벤처기업부,3470,2,-55,-1.56,3620,3620,3435,245369,855870990,100083884460,28842618,KSQ
452280.KQ,KR7452280001,한선엔지니어링,KOSDAQ,중견기업부,5880,2,-60,-1.01,6000,6070,5840,29369,174519480,99974700000,17002500,KSQ
155650.KQ,KR7155650005,와이엠씨,KOSDAQ,우량기업부,5110,2,-110,-2.11,5220,5260,5040,341557,1751743630,99513969380,19474358,KSQ
131030.KQ,KR7131030009,옵투스제약,KOSDAQ,우량기업부,6130,1,210,3.55,5950,6250,5930,452285,2771514570,99018883060,16153162,KSQ
238090.KQ,KR7238090005,앤디포스,KOSDAQ,벤처기업부,4205,2,-70,-1.64,4250,4290,4130,59383,249654610,98991179115,23541303,KSQ
078000.KS,KR7078000007,텔코웨어,KOSPI,,10190,1,120,1.19,10150,10200,10120,5098,51661580,98870574140,9702706,STK
002460.KS,KR7002460004,화성산업,KOSPI,,9740,2,-90,-0.92,9700,9850,9690,15980,155545860,98861000000,10150000,STK
011150.KS,KR7011150000,CJ씨푸드,KOSPI,,2750,1,95,3.58,2635,2985,2635,1320501,3704478390,98809625750,35930773,STK
032850.KQ,KR7032850000,비트컴퓨터,KOSDAQ,벤처기업부,5940,1,10,0.17,5930,6030,5800,282132,1671647390,98742360420,16623293,KSQ
065710.KQ,KR7065710006,서호전기,KOSDAQ,우량기업부,19170,2,-10,-0.05,19300,19520,19110,12592,242432420,98725500000,5150000,KSQ
004720.KS,KR7004720009,팜젠사이언스,KOSPI,,5430,1,70,1.31,5400,5470,5300,69215,373228460,98709390750,18178525,STK
126880.KQ,KR7126880004,제이엔케이히터,KOSDAQ,우량기업부,4250,2,-40,-0.93,4265,4310,4240,41807,178389815,98620837750,23204903,KSQ
011560.KQ,KR7011560000,세보엠이씨,KOSDAQ,우량기업부,9340,3,0,0.0,9340,9440,9220,33166,309888230,98350200000,10530000,KSQ
094850.KQ,KR7094850005,참좋은여행,KOSDAQ,중견기업부,7020,1,40,0.57,6980,7050,6980,15126,106006690,98280000000,14000000,KSQ
008830.KQ,KR7008830002,대동기어,KOSDAQ,우량기업부,10930,2,-120,-1.09,11060,11190,10820,130652,1425675220,98233593600,8987520,KSQ
153710.KQ,KR7153710009,옵티팜,KOSDAQ,기술성장기업부,6690,1,10,0.15,6610,6730,6600,2184,14551160,98142019020,14669958,KSQ
227840.KS,KR7227840006,현대코퍼레이션홀딩스,KOSPI,,10770,2,-20,-0.19,10750,10850,10750,5155,55815130,98016003720,9100836,STK
052790.KQ,KR7052790003,액토즈소프트,KOSDAQ,중견기업부,8640,2,-90,-1.03,8630,8840,8590,17871,154911970,97896712320,11330638,KSQ
309960.KQ,KR7309960003,LB인베스트먼트,KOSDAQ,중견기업부,4215,1,150,3.69,4065,4225,4065,21448,88200270,97860662385,23217239,KSQ
288620.KQ,KR7288620008,에스퓨얼셀,KOSDAQ,벤처기업부,14020,2,-120,-0.85,14200,14250,14010,6673,94129120,97850010320,6979316,KSQ
043650.KQ,KR7043650001,국순당,KOSDAQ,우량기업부,5440,1,40,0.74,5440,5500,5370,4868,26501890,97149173760,17858304,KSQ
006140.KQ,KR7006140008,피제이전자,KOSDAQ,우량기업부,6470,1,70,1.09,6430,6560,6320,26517,170953840,97050000000,15000000,KSQ
317770.KQ,KR7317770006,엑스페릭스,KOSDAQ,벤처기업부,4260,1,140,3.4,4145,4500,4145,478733,2080161885,97049641560,22781606,KSQ
003480.KS,KR7003480001,한진중공업홀딩스,KOSPI,,3285,1,45,1.39,3245,3290,3240,32786,106516210,97005432420,29529812,STK
066410.KQ,KR7066410002,버킷스튜디오,KOSDAQ,관리종목(소속부없음),1153,0,0,0.0,0,0,0,0,0,96978744678,84109926,KSQ
018120.KQ,KR7018120006,진로발효,KOSDAQ,우량기업부,14640,2,-60,-0.41,14700,14800,14590,1811,26507660,96933196800,6621120,KSQ
192250.KQ,KR7192250009,케이사인,KOSDAQ,벤처기업부,1369,1,12,0.88,1360,1380,1341,1414880,1936912035,96748950833,70671257,KSQ
225190.KQ,KR7225190008,삼양옵틱스,KOSDAQ,우량기업부,9520,0,0,0.0,0,0,0,0,0,96625029760,10149688,KSQ
096775.KS,KR7096771001,SK이노베이션우,KOSPI,,77300,2,-700,-0.9,77900,78000,76600,3403,262527600,96503329800,1248426,STK
396300.KQ,KR7396300006,세아메카닉스,KOSDAQ,벤처기업부,3635,3,0,0.0,3635,3655,3610,100427,364544015,96289332500,26489500,KSQ
066670.KQ,KR7066670001,디스플레이텍,KOSDAQ,우량기업부,5130,1,10,0.2,5100,5230,5100,30065,155471250,95889539340,18691918,KSQ
086710.KQ,KR7086710001,선진뷰티사이언스,KOSDAQ,중견기업부,7850,1,90,1.16,7780,8010,7710,36487,286769520,95795748000,12203280,KSQ
036090.KQ,KR7036090009,위지트,KOSDAQ,중견기업부,809,1,22,2.8,795,812,780,801190,640858501,95779357756,118392284,KSQ
293580.KQ,KR7293580007,나우IB,KOSDAQ,중견기업부,1000,1,10,1.01,978,1000,978,166641,165285485,95770000000,95770000,KSQ
323280.KQ,KR7323280008,태성,KOSDAQ,벤처기업부,3700,2,-15,-0.4,3760,3760,3605,410061,1513937855,95536701000,25820730,KSQ
